cntry,asn,Frequency
RO,25311,2014
RO,25316,526
RO,2614,6657
RO,28721,168
RO,28925,205
RO,29568,242
RO,30888,305
RO,30890,16100
RO,30891,852
RO,30956,467
RO,30976,132
RO,31017,749
RO,31102,2333
RO,31207,404
RO,31218,23
RO,31282,378
RO,31313,255
RO,31354,8
RO,31538,246
RO,31554,340
RO,31605,2532
RO,31609,5655
RO,33823,846
RO,33839,7
RO,33911,2
RO,33948,195
RO,33966,86
RO,33977,3689
RO,34060,2646
RO,34067,601
RO,34186,375
RO,34194,24
RO,34201,249
RO,34279,2538
RO,34279_34060,6
RO,34301,170
RO,34304,1132
RO,34358,820
RO,34375,37
RO,34411,226
RO,34416,165
RO,34450,113
RO,34454,139
RO,34517,512
RO,34560,1855
RO,34630,973
RO,34711,10134
RO,34714,125
RO,34723,16
RO,34744,83
RO,34808,30
RO,34847,113
RO,34904,178
RO,34916,643
RO,34944,977
RO,34955,3732
RO,35002,12370
RO,35020,8
RO,35048,200
RO,35137,8
RO,35161,239
RO,35234,219
RO,35261,525
RO,35267,1104
RO,35291,28
RO,35307,16
RO,35348,559
RO,35371,248
RO,35413,56
RO,35421,1627
RO,35505,68
RO,35512,403
RO,35520,344
RO,35576,6
RO,35584,600
RO,35622,703
RO,35638,150
RO,35664,3825
RO,35725,2976
RO,35727,129
RO,35794,76
RO,35797,102
RO,35820,918
RO,38913,120
RO,38939,175
RO,38941,958
RO,38995,29
RO,38997,25
RO,39011,271
RO,39108,21
RO,39205,1382
RO,39224,38
RO,39226,844
RO,39277,518
RO,39306,350
RO,39335,88
RO,39337,68
RO,39346,32
RO,39347,1353
RO,39366,2
RO,39378,14
RO,39391,229
RO,39411,162
RO,39430,410
RO,39443,115
RO,39464,1930
RO,39488,107
RO,39511,2
RO,39527,102
RO,39531,644
RO,39543,1391
RO,39569,840
RO,39573,320
RO,39650,946
RO,39668,242
RO,39669,196
RO,39673,80
RO,39692,17
RO,39737,314
RO,39743,7
RO,39770,178
RO,39777_35371,350
RO,39802,689
RO,39803,154
RO,39815,19
RO,39831,1286
RO,39845,28
RO,39861,84
RO,39874,3
RO,39895,120
RO,39900,215
RO,39902,89
RO,40984,32
RO,40997,1992
RO,41028,168
RO,41043,396
RO,41055,1258
RO,41058,20
RO,41114,348
RO,41199,48
RO,41273,2762
RO,41387,44
RO,41395,99
RO,41397,171
RO,41463,592
RO,41496,5734
RO,41537,446
RO,41571,1626
RO,41633,192
RO,41749,2538
RO,41763,412
RO,41767,142
RO,41774,190
RO,41805,3
RO,41806,119
RO,41823,394
RO,41851,268
RO,41852,2101
RO,41858,1139
RO,41864,321
RO,41950,2861
RO,41953,875
RO,41955,86
RO,41984,415
RO,42094,424
RO,42201,211
RO,42206,263
RO,42258,1
RO,42270,234
RO,42285,869
RO,42305,157
RO,42360,5
RO,42405_35371,293
RO,42433,167
RO,42444,6
RO,42452,1
RO,42497,208
RO,42523,535
RO,42524,51
RO,42550,37
RO,42568,378
RO,42578,1112
RO,42603,175
RO,43240,757
RO,43279,13
RO,43358,5
RO,43369,148
RO,43376,50
RO,43443,242
RO,43474,26
RO,43491,750
RO,43492,212
RO,43500,1
RO,43609,114
RO,43647,12
RO,43768,146
RO,43890,430
RO,44047,72
RO,44081,228
RO,44106,348
RO,44139,2882
RO,44149,1445
RO,44188,44
RO,44203,424
RO,44205,63
RO,44213,240
RO,44277,69
RO,44279,428
RO,44289,370
RO,44421,174
RO,44563,2514
RO,44577,890
RO,44605,1012
RO,44626,96
RO,44650,699
RO,44682,511
RO,44691,1550
RO,44739,1769
RO,44826,473
RO,44835,114
RO,44912,686
RO,44985,22
RO,45040,392
RO,47148,3572
RO,47318,184
RO,47345,715
RO,47365,114
RO,47412,17
RO,47489,331
RO,47496,5
RO,47500,22
RO,47505,547
RO,47516,55
RO,47558,223
RO,47559,400
RO,47627,282
RO,47734,448
RO,47742,656
RO,48063,58
RO,48141,152
RO,48161,12333
RO,48162,16
RO,48314,714
RO,48351,5
RO,48360,164
RO,48401,33
RO,48453,86
RO,48454,11
RO,48465,206
RO,48537,1189
RO,48562,1
RO,48563,128
RO,48586,129
RO,48600,217
RO,48643,2
RO,48715,54
RO,48723,22
RO,48763,84
RO,48767,3636
RO,48801,365
RO,48814,566
RO,48828,1012
RO,48853,276
RO,48878,500
RO,48883,41
RO,48941,160
RO,48948,227
RO,48998,299
RO,48999,134
RO,49052,686
RO,49086,225
RO,49099,477
RO,49252,52
RO,49264,254
RO,49298,432
RO,49383,63
RO,49385,356
RO,49432,61
RO,49443,137
RO,49471,618
RO,49500,15
RO,49507,6
RO,49556,3
RO,49585,69
RO,49596,296
RO,49601,26
RO,49606,1
RO,49626,53
RO,49655,141
RO,49658,405
RO,49673,195
RO,49674,579
RO,49687,3
RO,49688,177
RO,49774,356
RO,49786,69
RO,49965,220
RO,49986,617
RO,50018,68
RO,50064,1220
RO,50094,121
RO,50102,147
RO,50232,93
RO,50244,208
RO,50263,121
RO,50308,294
RO,50336,182
RO,50357,615
RO,50412,1630
RO,50476,662
RO,50490,129
RO,50523,34
RO,50525,287
RO,50527,572
RO,50604,2127
RO,50612,63
RO,50636,1317
RO,50681,464
RO,50682,468
RO,50757,397
RO,50769,493
RO,50839,58
RO,50886,2040
RO,50887,414
RO,50925,617
RO,51019,239
RO,51024,3
RO,51102,3787
RO,51107,29
RO,51145,15
RO,51202,455
RO,51370,110
RO,51461,15
RO,51711,271
RO,51793,3
RO,51799,112
RO,51974,79
RO,5483,362
RO,5541,724
RO,5606,683
RO,6663,2085
RO,6830,68387
RO,6910,30356
RO,8260,78
RO,8317,40
RO,8708,343972
RO,8751,1659
RO,8953,593
RO,9050,322871
RO,9204,202
RS,12301,2488
RS,13091,1080
RS,13092,2
RS,13303,4
RS,15926,471
RS,15958,2971
RS,15982,936
RS,21215,171
RS,21246,622
RS,25431,4
RS,25467,321
RS,28964,1184
RS,29170,26597
RS,29433,1510
RS,29604,80
RS,3.278,238
RS,3.413,1731
RS,3.716,103
RS,31042,11420
RS,31716,114
RS,33983,7373
RS,34724,80
RS,35573,1438
RS,39237,352
RS,41227,1192
RS,41897,2711
RS,41937,939
RS,42186,33
RS,43272,431
RS,43277,7
RS,43940,1
RS,44143,3
RS,44252,1785
RS,44996,9
RS,47479,247
RS,47588,743
RS,47666,101
RS,48414,401
RS,48688,213
RS,49198,41
RS,49462,29
RS,50980,78
RS,51002,288
RS,51052,1143
RS,51451,60
RS,51927,206
RS,52026,523
RS,52105,7
RS,52116,1277
RS,6700,3320
RS,8400,61721
RS,8585,18
RS,8661,10291
RS,8771,1448
RS,9125,2582
RU,12314,33
RU,12332,4846
RU,12380,260
RU,12389,9304
RU,12396,76
RU,12418,561
RU,12452,110
RU,12494,354
RU,12499,89
RU,12538,9
RU,12543,1592
RU,12555,12
RU,1257,423
RU,12622,32
RU,12668,761
RU,12683,4372
RU,12685,103
RU,12690,51
RU,12695,949
RU,12705,15975
RU,12714,3019
RU,12730,1191
RU,12739,45
RU,12768,5881
RU,12772,2288
RU,12790,2
RU,12821,5
RU,12846,92
RU,12943,16
RU,12958,1240
RU,13016,20
RU,13029,38
RU,13055,354
RU,13056,2136
RU,13062,260
RU,13071,3
RU,13077,204
RU,13095,531
RU,13118,4040
RU,13161,167
RU,13174,18219
RU,13178,522
RU,13230,344
RU,13257,457
RU,13259,38
RU,13304,691
RU,15428,460
RU,15454,231
RU,15468,2919
RU,15493,174
RU,15500,4528
RU,15582,7283
RU,15620,177
RU,15638,167
RU,15640,1897
RU,15658,66
RU,15672,237
RU,15673,680
RU,15756,180
RU,15757,296
RU,15759,1275
RU,15774,1558
RU,15868,139
RU,15930,11
RU,15974,255
RU,16020,522
RU,16043,39
RU,16054,67
RU,16094,39
RU,16143,34
RU,16230,174
RU,16231,3
RU,16285,678
RU,16285_35815,16
RU,16287,209
RU,16300,686
RU,16301,489
RU,16321,90
RU,16323,205
RU,16345,50013
RU,20483,1
RU,20485,14315
RU,20499,7
RU,20519,58
RU,20525,54
RU,20533,413
RU,20544,114
RU,20576,39
RU,20597,447
RU,20632,2036
RU,20655,10
RU,20663,21
RU,20702,37
RU,20731,18
RU,20764,109
RU,20803,1
RU,20806,83
RU,20807,730
RU,20835,6
RU,20842,79
RU,20866,29
RU,20870,343
RU,20895,37
RU,20946,13
RU,20985,3
RU,21017,4669
RU,21048,50
RU,21087,75
RU,21106,5
RU,21127,7038
RU,21143,30
RU,2118,12
RU,21191,239
RU,21226,9
RU,21240,321
RU,21255,136
RU,21332,257
RU,21335,274
RU,21353,48
RU,21365,1251
RU,21378,1355
RU,21438,67
RU,21442,119
RU,21453,2562
RU,21479,10524
RU,21480,83
RU,21483,2610
RU,21487,3746
RU,21496,359
RU,24588,53
RU,24602,11
RU,24612,1734
RU,24626,622
RU,24658,8
RU,24663,57
RU,24665,54
RU,24689,1364
RU,24699,1615
RU,24739,6
RU,24758,143
RU,24767,7
RU,24783,24
RU,24789,380
RU,24810,857
RU,24829,38
RU,24837,26
RU,24846,1
RU,24850,179
RU,24873,113
RU,24923,97
RU,24955,10409
RU,24960,114
RU,25008,7120
RU,25025,137
RU,25086,125
RU,25100,35
RU,25159,2080
RU,25189,122
RU,25227,165
RU,25272,472
RU,25290,39
RU,25292,7
RU,25308,92
RU,25341,11
RU,25381,6
RU,25405,8788
RU,25408,323
RU,25436,3547
RU,25478,21
RU,25490,10489
RU,25510,259
RU,25513,3097
RU,25515,4216
RU,25520,32
RU,25549,238
RU,25592,418
RU,2683,2
RU,2820,53
RU,2848,72
RU,2854,137
RU,28702,482
RU,28703,187
RU,28719,11534
RU,28745,1730
RU,28762,87
RU,28769,1010
RU,28775,39
RU,2878,4195
RU,28784,74
RU,28802,2
RU,28809,361
RU,28812,16224
RU,28832,186
RU,28840,11446
RU,28860,205
RU,28881,50
RU,28884,14194
RU,28890,1473
RU,28906,223
RU,28917,413
RU,28947,7
RU,2895,65
RU,28968,61
RU,29047,16
RU,29053,30
RU,29069,129
RU,29071,1444
RU,29072,575
RU,29076,13
RU,29124,953
RU,29125,480
RU,29168,5
RU,29190,1640
RU,29194,2022
RU,29196,24
RU,29209,5528
RU,29226,17
RU,29285,9
RU,29303,300
RU,29304,60
RU,29319,84
RU,29329,69
RU,29363,11
RU,29407,51
RU,29456,4080
RU,29497,8070
RU,29588,159
RU,29648,706
RU,3.111,51
RU,3.118,10
RU,3.131,10
RU,3.134,43
RU,3.16,838
RU,3.162,15
RU,3.166,55
RU,3.172,378
RU,3.189,354
RU,3.204,16
RU,3.246,538
RU,3.271,69
RU,3.328,2
RU,3.33,4
RU,3.333,13
RU,3.341,64
RU,3.415,2256
RU,3.444,34
RU,3.462,101
RU,3.466,77
RU,3.47,85
RU,3.565,26
RU,3.667,20
RU,3.69,1050
RU,3.707,38
RU,3.725,847
RU,3.743,11
RU,3.77,22
RU,3.78,3
RU,3.793,35
RU,3.835,38
RU,3.9,1
RU,3058,16
RU,30721,1920
RU,30729,48
RU,30749,57
RU,30751,3
RU,30767,27
RU,30768,15
RU,30784,314
RU,30833,118
RU,30854,33
RU,30868,840
RU,30871,43
RU,30877,42
RU,30881,1130
RU,30910,318
RU,30922,1756
RU,30936,88
RU,30953,32
RU,30968,190
RU,30974,2
RU,30977,593
RU,31028,775
RU,31036,1456
RU,31094,4904
RU,31112,41
RU,31133,39499
RU,31163,11875
RU,31185,183
RU,31189,130
RU,31191,23
RU,31195,3236
RU,31200,3532
RU,31205,11273
RU,31208,7441
RU,31213,14258
RU,31214,481
RU,31224,9732
RU,31257,1021
RU,31261,67
RU,31275,15
RU,31286,1000
RU,31294,1917
RU,31302,5
RU,31314,48
RU,31323,139
RU,31336,8
RU,31357,46
RU,31359,821
RU,31364,172
RU,31370,27
RU,31376,398
RU,31379,214
RU,31425,107
RU,31430,71
RU,31480,31
RU,31483,134
RU,31484,543
RU,31494,38
RU,31496,1130
RU,31499,153
RU,31500,133
RU,31501,302
RU,31512,44
RU,31514,1494
RU,31558,295
RU,31585,1520
RU,31588,164
RU,31643,344
RU,31690,123
RU,31692,362
RU,31695,131
RU,31720,9
RU,31724,805
RU,31738,8
RU,3216,5883
RU,3217,63
RU,3218,25
RU,3226,646
RU,3239,6323
RU,3253,483
RU,3267,955
RU,3335,3
RU,33840,558
RU,33871,794
RU,33887,137
RU,33892,155
RU,33894,1183
RU,33902,231
RU,33908,6
RU,33934,4847
RU,33987,2
RU,33991,1310
RU,33993,11
RU,34030,4
RU,34034,1
RU,34038,666
RU,34102,18
RU,34123,1153
RU,34137,1491
RU,34139,569
RU,34145,2757
RU,34150,232
RU,34166,12
RU,34168,2610
RU,34205,60
RU,34211,14
RU,34232,8
RU,34266,250
RU,34267,3078
RU,34287,71
RU,34300,53
RU,34303,13
RU,34333,15
RU,34349,105
RU,34351,462
RU,34364,266
RU,34389,12
RU,34449,3106
RU,34456,1289
RU,34467,107
RU,34518,293
RU,34533,2019
RU,34550,247
RU,34552,43
RU,34573,7
RU,34584,4407
RU,34590,2531
RU,34602,368
RU,34629,544
RU,34634,26
RU,34644,231
RU,34676,66
RU,34682,53
RU,34687,96
RU,34703,227
RU,34709,351
RU,34739,46
RU,34747,221
RU,34757,1722
RU,34766,63
RU,34771,279
RU,34784,232
RU,34804,504
RU,34821,43
RU,34829,29
RU,34849,123
RU,34858,9
RU,34866,291
RU,34869,738
RU,34875,2800
RU,34892,2536
RU,34896,311
RU,34898,99
RU,34925,2
RU,34974,962
RU,34975,36
RU,35000,70
RU,35018,310
RU,35025,17
RU,35032,183
RU,35035,60
RU,35059,27
RU,35087,44
RU,35118,278
RU,35125,1283
RU,35154,3135
RU,35177,2277
RU,35271,415
RU,35357,54
RU,35374,35
RU,35377,69
RU,35389,1199
RU,35397,18
RU,35410,78
RU,35411,12
RU,35473,7679
RU,35475,224
RU,35511,73
RU,35516,927
RU,35527,309
RU,35531,2341
RU,35539,108
RU,35550,111
RU,35598,293
RU,35641,2638
RU,35645,264
RU,35682,24
RU,35702,46
RU,35723,55
RU,35728,328
RU,35770,7
RU,35807,2116
RU,35810,817
RU,35815,631
RU,38917,629
RU,38934,200
RU,38951,532
RU,38958,91
RU,38964,285
RU,38972,90
RU,38976,903
RU,38984,17
RU,38985,154
RU,39001,379
RU,39042,25
RU,39045,7
RU,39046,37
RU,39054,13
RU,39054_41440,30
RU,39061,338
RU,39087,42
RU,39102,969
RU,39125,342
RU,39153,26
RU,39178,71
RU,39229,7139
RU,39256,112
RU,39264,375
RU,39293,24
RU,39355,29
RU,39376,8
RU,39434,1290
RU,39435,4279
RU,39442,718
RU,39462,48
RU,39463,178
RU,39475,414
RU,39482,206
RU,39493,320
RU,39578,11
RU,39598,85
RU,39613,82
RU,39660,360
RU,39696,37
RU,39701,9
RU,39703,265
RU,39707,18
RU,39709,161
RU,39718,73
RU,39724,256
RU,39735,1484
RU,39740,161
RU,39741,523
RU,39785,2287
RU,39789,17
RU,39792,224
RU,39799,298
RU,39805,130
RU,39811,3623
RU,39812,157
RU,39860,25
RU,39866,67
RU,39898,7
RU,39920,82
RU,39927,3158
RU,40977,154
RU,40993,776
RU,40995,1089
RU,41024,16
RU,41034,26
RU,41070,52
RU,41080,19
RU,41101,21
RU,41123,51
RU,41134,873
RU,41143,174
RU,41145,88
RU,41148,86
RU,41209,10
RU,41225,92
RU,41268,315
RU,41275,69
RU,41302,97
RU,41310,6
RU,41311,212
RU,41344,22
RU,41349,3
RU,41403,586
RU,41411,377
RU,41440,46584
RU,41446,29
RU,41469,111
RU,41479,156
RU,41516,41
RU,41560,455
RU,41592,494
RU,41599,62
RU,41601,123
RU,41661,3070
RU,41668,2671
RU,41682,2707
RU,41691,69
RU,41704,1866
RU,41727,1096
RU,41733,4001
RU,41745,2
RU,41754,694
RU,41771,436
RU,41783,36
RU,41786,1531
RU,41787,3
RU,41789,149
RU,41794,60
RU,41802,343
RU,41816,26
RU,41822,1560
RU,41829,143
RU,41842,46
RU,41843,3856
RU,41854,549
RU,41861,93
RU,41904,3
RU,41925,322
RU,41929,96
RU,41938,1
RU,41947,89
RU,41957,1114
RU,41976,309
RU,41995,303
RU,42038,323
RU,42048,4
RU,42062,9
RU,42065,594
RU,42087,361
RU,42091,321
RU,42104,541
RU,42110,323
RU,42113,74
RU,42116,3880
RU,42132,171
RU,42136,3
RU,42145,1729
RU,42148,320
RU,42187,216
RU,42192,128
RU,42226,7
RU,42265,183
RU,42268,892
RU,42269,8
RU,42277,471
RU,42289,12
RU,42291,287
RU,42296,56
RU,42304,134
RU,42316,94
RU,42322,422
RU,42323,153
RU,42341,34
RU,42362,4471
RU,42368,115
RU,42371,31
RU,42377,68
RU,42387,569
RU,42388,5
RU,42420,4606
RU,42429,16
RU,42448,587
RU,42451,25
RU,42498,12
RU,42511,228
RU,42514,114
RU,42518,187
RU,42526,2
RU,42532,163
RU,42548,814
RU,42563,30
RU,42569,57
RU,42574,481
RU,42575,275
RU,42588,243
RU,42589,23
RU,42599,638
RU,42610,1971
RU,42636,21
RU,42668,211
RU,42676,72
RU,42678,10
RU,42682,1286
RU,42683,1672
RU,42690,52
RU,42703,87
RU,42740,19
RU,42742,3083
RU,42742_49839,129
RU,42754,182
RU,42765,22
RU,42766,30
RU,42776,78
RU,42780,42
RU,42819,106
RU,42825,4338
RU,42839,33
RU,42842,1
RU,42861,63
RU,42866,2
RU,42891,1
RU,42892,10
RU,42893,379
RU,42897,129
RU,42911,71
RU,42919,60
RU,42922,11
RU,42940,7
RU,42945,250
RU,42988,81
RU,42994,7
RU,42995,5
RU,42998,30
RU,43020,77
RU,43038,154
RU,43045,19
RU,43053,552
RU,43055,1
RU,43065,7
RU,43087,22
RU,43092,56
RU,43093,97
RU,43132,1617
RU,43148,2039
RU,43168,45
RU,43176,39
RU,43177,1
RU,43182,33
RU,43218,228
RU,43235,301
RU,43237,14
RU,43263,16
RU,43268,173
RU,43270,29
RU,43273,88
RU,43274,2576
RU,43275,699
RU,43286,135
RU,43294,13
RU,43302,124
RU,43314,202
RU,43317,108
RU,43318,709
RU,43319,101
RU,43334,262
RU,43346,148
RU,43404,46
RU,43419,44
RU,43429,428
RU,43432,22
RU,43433,141
RU,43434,30
RU,43465,72
RU,43468,5320
RU,43478,1224
RU,43530,762
RU,43555,20
RU,43567,279
RU,43574,364
RU,43583,14
RU,43595,22
RU,43660,828
RU,43667,99
RU,43675,2
RU,43687,206
RU,43691,181
RU,43693,23
RU,43714,273
RU,43720,179
RU,43727,36
RU,43728,80
RU,43746,135
RU,43747,125
RU,43761,164
RU,43782,1342
RU,43793,1296
RU,43801,34
RU,43826,299
RU,43841,30
RU,43849,629
RU,43853,54
RU,43865,148
RU,43878,2
RU,43882,219
RU,43897,11
RU,43909,279
RU,43912,235
RU,43966,189
RU,43970,533
RU,44020,13
RU,44025,304
RU,44030,141
RU,44046,18
RU,44050,94
RU,44056,898
RU,44068,6
RU,44079,1
RU,44094,34
RU,44120,11
RU,44130,232
RU,44158,44
RU,44172,165
RU,44202,42
RU,44206,98
RU,44224,179
RU,44254,4
RU,44257,876
RU,44265,179
RU,44266_42516,498
RU,44267,392
RU,44269,10
RU,44270,197
RU,44276,6
RU,44281,23
RU,44300,125
RU,44347,1919
RU,44362,30
RU,44391,957
RU,44412,50
RU,44423,60
RU,44436,74
RU,44478,117
RU,44486,230
RU,44507,805
RU,44528,29
RU,44540,69
RU,44552,808
RU,44556,201
RU,44572,90
RU,44579,37
RU,44587,21
RU,44599,258
RU,44604,498
RU,44618,7
RU,44619,1
RU,44622,8
RU,44627,680
RU,44640,105
RU,44677,1777
RU,44678,150
RU,44685,4
RU,44693,2429
RU,44711,24
RU,44715,51
RU,44720,137
RU,44724,2787
RU,44727,59
RU,44733,874
RU,44736,283
RU,44742,512
RU,44749,138
RU,44775,2576
RU,44816,119
RU,44843,456
RU,44847,91
RU,44868,96
RU,44870,5
RU,44878,134
RU,44882,78
RU,44890,86
RU,44893,2
RU,44895,846
RU,44905,14
RU,44913,137
RU,44923,22
RU,44927,116
RU,44938,298
RU,44941,986
RU,44943,45
RU,44963,203
RU,44969,14
RU,44984,102
RU,44988,10
RU,44999,33
RU,45005,337
RU,45023,946
RU,45046,165
RU,45051,332
RU,45053,6
RU,45055,113
RU,47104,42
RU,47111,70
RU,47118,353
RU,47119,158
RU,47126,93
RU,47133,6
RU,47139,22
RU,47140,8
RU,47144,15
RU,47156,45
RU,47165,3065
RU,47193,65
RU,47211,86
RU,47218,1364
RU,47231,6
RU,47236,505
RU,47241,637
RU,47270,43
RU,47271,14
RU,47272,63
RU,47286,68
RU,47313,249
RU,47321,290
RU,47323,69
RU,47342,160
RU,47363,3
RU,47370,418
RU,47373,40
RU,47395,10496
RU,47397,67
RU,47398,638
RU,47422,52
RU,47438,414
RU,47439,10
RU,47450,135
RU,47454,160
RU,47459,60
RU,47460,162
RU,47478,2
RU,47530,362
RU,47531,844
RU,47565,51
RU,47566,13
RU,47579,601
RU,47586,3
RU,47614,172
RU,47635,16
RU,47645,17
RU,47651,47
RU,47655,28
RU,47656,154
RU,47659,109
RU,47684,124
RU,47688,114
RU,47730,3
RU,47733,79
RU,47747,24
RU,47759,458
RU,47789,54
RU,47844,858
RU,47873,147
RU,47895,112
RU,47897,5
RU,47914,325
RU,47915,467
RU,47924,1090
RU,47926,3136
RU,47938,193
RU,47951,285
RU,47954,100
RU,47963,7
RU,47995,1713
RU,47996,194
RU,48000,115
RU,48013,13
RU,48014,449
RU,48025,111
RU,48034,163
RU,48036,55
RU,48038,241
RU,48043,316
RU,48044,97
RU,48078,59
RU,48089,112
RU,48092,35
RU,48098,11
RU,48100,184
RU,48108_48130,577
RU,48120,156
RU,48123,49
RU,48124,124
RU,48128,199
RU,48130,697
RU,48146,163
RU,48148,251
RU,48149,213
RU,48160,421
RU,48166,404
RU,48176,337
RU,48190,37
RU,48209,13
RU,48212,725
RU,48226,89
RU,48245,115
RU,48257,92
RU,48293,174
RU,48302,57
RU,48320,278
RU,48322,92
RU,48327,28
RU,48354,595
RU,48356,104
RU,48365,45
RU,48369,166
RU,48373,73
RU,48384,23
RU,48400,206
RU,48409,486
RU,48416,80
RU,48441,58
RU,48448,45
RU,48466,56
RU,48470,475
RU,48475,1499
RU,48477,141
RU,48478,1
RU,48481,55
RU,48485,132
RU,48494,15
RU,48507,364
RU,48515,148
RU,48524,4048
RU,48530,50
RU,48538,58
RU,48541,246
RU,48549,1
RU,48573,257
RU,48585,79
RU,48612,84
RU,48628,124
RU,48629,13
RU,48642,234
RU,48651,170
RU,48654,47
RU,48658,56
RU,48667,117
RU,48670,2
RU,48679,9
RU,48687,324
RU,48711,92
RU,48713,77
RU,48725,211
RU,48738,166
RU,48758,141
RU,48780,56
RU,48781,81
RU,48822,2
RU,48873,58
RU,48877,95
RU,48909,3
RU,48936,34
RU,48939,111
RU,48940,325
RU,49016,20
RU,49037,27
RU,49039,280
RU,49055,64
RU,49060,342
RU,49064,70
RU,49070,62
RU,49085,83
RU,49098,579
RU,49106,141
RU,49107,34
RU,49111,1542
RU,49114,118
RU,49118,228
RU,49120,47
RU,49133,12
RU,49136,142
RU,49154,47
RU,49160,75
RU,49170,77
RU,49181,92
RU,49184,18
RU,49195,118
RU,49218,749
RU,49239,95
RU,49260,265
RU,49267,2
RU,49291,139
RU,49293,289
RU,49301,514
RU,49325,45
RU,49331,8
RU,49342,796
RU,49346,148
RU,49350,347
RU,49368,221
RU,49371,34
RU,49377,168
RU,49380,116
RU,49396,85
RU,49403,255
RU,49404,14
RU,49418,6
RU,49439,30
RU,49447,305
RU,49472,126
RU,49476,73
RU,49478,13
RU,49481,2
RU,49483,285
RU,49506,350
RU,49508,263
RU,49531,2
RU,49534,69
RU,49551,96
RU,49568,70
RU,49577,80
RU,49583,64
RU,49608,81
RU,49641,259
RU,49665,121
RU,49701,50
RU,49714,181
RU,49718,1149
RU,49724,322
RU,49732,503
RU,49741,65
RU,49744,22
RU,49748,33
RU,49776,143
RU,49777,379
RU,49779,11
RU,49811,1
RU,49816,6869
RU,49821,8
RU,49825,4
RU,49828,61
RU,49848,1
RU,49863,14
RU,49870,5
RU,49880,42
RU,49886,140
RU,49893,79
RU,49906,14
RU,49925,36
RU,49929,34
RU,49977,33
RU,49980,111
RU,49987,81
RU,49996,12
RU,50009,449
RU,50011,495
RU,50022,142
RU,50029,38
RU,50045,9
RU,50048,236
RU,50060,131
RU,50071,166
RU,50077,810
RU,50085,129
RU,50105,122
RU,50126,153
RU,50147,35
RU,50159,253
RU,50164,34
RU,50174,626
RU,50182,89
RU,50210,89
RU,50219,29
RU,50227,73
RU,50236,388
RU,50240,43
RU,50257,5
RU,50258,31
RU,50289,188
RU,50294,36
RU,50306,151
RU,50309,6
RU,50367,29
RU,50397,97
RU,50427,229
RU,50433,79
RU,50436,49
RU,50442,81
RU,50448,7
RU,50449,62
RU,50473,36
RU,50477,134
RU,50498,291
RU,50512,901
RU,50531,2
RU,50536,18
RU,50539,180
RU,50542,396
RU,50543,736
RU,50544,735
RU,50549,114
RU,50553,19
RU,50556,137
RU,50559,175
RU,50577,30
RU,50580,62
RU,50596,810
RU,50619,32
RU,50650,66
RU,50672,47
RU,50699,222
RU,50712,151
RU,50714,5
RU,50716,60
RU,50724,26
RU,50732,276
RU,50740,2462
RU,50754,26
RU,50760,33
RU,50761,32
RU,50771,457
RU,50789,3
RU,50797,4
RU,50802,1
RU,50854,28
RU,50875,58
RU,50911,116
RU,50916,7
RU,50923,316
RU,50928,485
RU,50946,4
RU,50958,61
RU,51003,4
RU,51004,2
RU,51009,87
RU,51011,31
RU,51031,3
RU,51032,322
RU,51034,780
RU,51042,118
RU,51077,234
RU,51078,167
RU,51081,173
RU,51116,720
RU,51153,271
RU,51156,263
RU,51158,20
RU,51201,2
RU,51217,22
RU,51230,106
RU,51255,96
RU,51281,39
RU,51282,87
RU,51291,42
RU,51308,24
RU,51341,142
RU,51343,43
RU,51346,157
RU,51351,91
RU,51352,62
RU,51358,49
RU,51372,71
RU,51419,1
RU,51428,135
RU,51433,2028
RU,51501,16
RU,51515,1550
RU,51520,303
RU,51525,104
RU,51543,18
RU,51547,184
RU,51570,9
RU,51579,127
RU,51583,39
RU,51592,5
RU,51604,45
RU,51607,57
RU,51612,79
RU,51623,44
RU,51655,2292
RU,51669,104
RU,51724,57
RU,51812,920
RU,51819,23
RU,51880,220
RU,51900,15
RU,51904,46
RU,51953,179
RU,51973,5
RU,51990,103
RU,52041,93
RU,52099,21
RU,5387,3
RU,5429,262
RU,5467,12
RU,5468,48
RU,5480,15
RU,5495,7
RU,5523,209
RU,5547,62
RU,5553,21
RU,5563,1705
RU,5572,145
RU,5573,778
RU,5591,1930
RU,64630,3
RU,6662,163
RU,6683,10
RU,6690,798
RU,6767,1740
RU,6788,7
RU,6820,52
RU,6828,7344
RU,6844,93
RU,6850,444
RU,6854,1568
RU,6856,1591
RU,6858,71
RU,6863,25
RU,6868,193
RU,6874,104
RU,8241,134
RU,8249,24
RU,8325,29
RU,8331,201
RU,8334,905
RU,8342,6285
RU,8345,450
RU,8359,3744
RU,8369,9929
RU,8371,834
RU,8382,348
RU,8395,31
RU,8402,46371
RU,8410,71
RU,8416,409
RU,8427,3179
RU,8439,902
RU,8443,1867
RU,8470,19
RU,8492,155
RU,8496,46
RU,8557,132
RU,8570,1585
RU,8580,155
RU,8592,65
RU,8594,315
RU,8595,427
RU,8615,1177
RU,8623,170
RU,8636,288
RU,8641,161
RU,8663,29
RU,8675,2108
RU,8711,29
RU,8732,2342
RU,8744,692
RU,8749,15
RU,8774,22
RU,8828,139
RU,8888,28
RU,8901,32
RU,8905,131
RU,8915,4
RU,8920,143
RU,8997,16826
RU,9032,117
RU,9068,16
RU,9107,4
RU,9111,32
