dst_ip,Frequency
1.64.13.0,6
1.64.141.2,6
1.64.15.0,6
1.64.16.0,6
1.64.174.3,6
1.64.18.1,6
1.64.184.1,6
1.64.188.1,6
1.64.190.1,6
1.64.192.1,6
1.64.195.1,6
1.64.23.0,6
1.64.25.0,6
1.64.26.0,6
1.64.29.202,6
1.64.3.0,6
1.64.30.0,6
1.64.5.0,6
1.64.6.0,6
1.64.86.11,6
1.65.0.0,20
1.65.1.0,20
1.65.189.1,6
1.65.190.1,6
1.65.191.1,6
1.65.192.1,6
1.65.193.1,6
1.65.194.1,6
1.65.196.1,6
1.65.2.0,6
1.65.20.0,6
1.65.22.0,6
1.65.228.115,7
1.65.24.0,6
1.65.27.0,6
1.65.29.0,6
1.65.30.0,6
1.65.5.0,6
1.65.84.11,6
1.65.85.11,6
1.65.9.0,6
1.65.90.11,6
1.65.92.11,6
1.65.97.12,6
1.66.1.0,15
1.66.11.0,6
1.66.14.0,6
1.66.188.1,6
1.66.189.1,6
1.66.19.0,6
1.66.190.1,6
1.66.191.1,6
1.66.193.0,6
1.66.195.1,6
1.66.197.1,6
1.66.198.1,6
1.66.21.0,6
1.66.23.0,6
1.66.29.0,6
1.66.86.11,6
1.66.88.11,6
1.67.0.0,22
1.67.1.0,19
1.67.10.15,6
1.67.12.0,6
1.67.13.0,6
1.67.15.0,6
1.67.163.1,10
1.67.18.0,6
1.67.187.1,6
1.67.188.1,6
1.67.189.1,6
1.67.193.1,6
1.67.194.1,6
1.67.195.1,6
1.67.197.1,6
1.67.2.0,6
1.67.20.0,6
1.67.22.0,6
1.67.27.0,7
1.67.5.0,6
1.67.83.11,6
1.67.90.11,6
1.67.92.11,6
1.68.1.0,22
1.68.118.245,9
1.68.12.0,6
1.68.14.0,6
1.68.16.0,6
1.68.187.1,6
1.68.189.1,6
1.68.190.1,8
1.68.191.1,6
1.68.194.1,6
1.68.196.1,6
1.68.197.1,6
1.68.22.0,6
1.68.29.0,6
1.68.43.15,6
1.68.7.0,6
1.68.84.11,6
1.68.85.11,6
1.68.89.11,6
1.68.9.0,6
1.68.91.11,6
1.68.94.11,6
1.68.99.1,6
1.69.0.0,18
1.69.1.0,16
1.69.10.0,6
1.69.11.0,6
1.69.15.0,6
1.69.169.1,6
1.69.189.1,6
1.69.192.1,6
1.69.193.1,6
1.69.194.1,6
1.69.195.1,6
1.69.196.1,6
1.69.198.1,8
1.69.23.0,6
1.69.231.0,6
1.69.25.14,6
1.69.8.0,6
1.69.85.11,6
1.69.88.11,6
1.69.91.11,6
1.7.0.0,15
1.7.1.0,22
1.7.15.0,6
1.7.18.0,6
1.7.188.1,6
1.7.189.1,6
1.7.191.1,6
1.7.197.1,6
1.7.198.1,6
1.7.20.0,6
1.7.22.0,6
1.7.23.0,6
1.7.25.0,6
1.7.3.0,6
1.7.5.0,6
1.7.85.11,6
1.7.88.11,6
1.7.90.11,6
1.7.93.11,6
1.70.1.0,13
1.70.10.0,6
1.70.17.0,6
1.70.191.1,6
1.70.192.1,6
1.70.193.1,6
1.70.195.1,6
1.70.196.1,6
1.70.22.0,6
1.70.252.0,6
1.70.29.0,6
1.70.36.5,6
1.70.53.1,6
1.70.72.13,6
1.70.73.0,6
1.70.85.11,6
1.70.92.11,6
1.70.94.11,6
1.71.0.0,15
1.71.1.0,19
1.71.11.0,6
1.71.189.1,6
1.71.192.1,6
1.71.194.1,6
1.71.195.1,6
1.71.196.1,6
1.71.197.1,6
1.71.21.0,6
1.71.23.0,6
1.71.24.0,6
1.71.79.4,6
1.71.83.11,6
1.71.84.11,6
1.71.86.11,6
1.71.88.11,6
1.71.91.11,6
1.71.93.11,6
1.72.1.0,15
1.72.107.0,6
1.72.18.0,6
1.72.187.1,6
1.72.190.1,6
1.72.191.1,6
1.72.194.1,6
1.72.196.1,6
1.72.203.0,6
1.72.224.7,6
1.72.25.0,6
1.72.5.0,6
1.72.8.0,6
1.72.83.11,6
1.72.85.11,6
1.72.87.11,6
1.72.88.11,6
1.72.90.11,6
1.72.93.11,6
1.73.0.0,15
1.73.1.0,17
1.73.130.13,8
1.73.136.8,6
1.73.187.1,6
1.73.188.1,6
1.73.189.1,6
1.73.19.0,6
1.73.192.1,6
1.73.196.1,6
1.73.197.1,6
1.73.2.0,6
1.73.24.0,6
1.73.27.0,7
1.73.28.148,17
1.73.38.2,6
1.73.4.0,6
1.73.6.0,6
1.73.9.0,6
1.73.94.11,6
1.74.1.0,21
1.74.10.0,6
1.74.11.0,6
1.74.13.0,6
1.74.15.0,6
1.74.16.0,6
1.74.187.1,6
1.74.191.1,6
1.74.195.1,6
1.74.196.1,6
1.74.197.1,6
1.74.204.6,8
1.74.21.0,6
1.74.3.0,6
1.74.8.0,6
1.74.83.11,6
1.74.87.9,8
1.74.90.11,6
1.74.91.11,6
1.75.0.0,20
1.75.1.0,15
1.75.15.0,6
1.75.171.1,6
1.75.187.1,6
1.75.190.1,6
1.75.191.1,6
1.75.192.1,6
1.75.193.1,6
1.75.195.0,6
1.75.197.1,6
1.75.198.1,6
1.75.20.0,6
1.75.35.1,8
1.75.45.0,6
1.75.45.1,6
1.75.7.6,6
1.75.84.11,6
1.75.89.11,6
1.75.9.0,6
1.76.103.11,8
1.76.11.0,6
1.76.189.1,6
1.76.190.1,6
1.76.191.1,6
1.76.192.1,6
1.76.195.1,6
1.76.197.1,6
1.76.198.1,6
1.76.255.117,6
1.76.26.0,6
1.76.29.0,6
1.76.60.14,6
1.76.76.0,6
1.76.88.11,6
1.76.89.11,6
1.77.1.0,17
1.77.12.0,6
1.77.15.0,6
1.77.17.0,6
1.77.188.1,6
1.77.189.1,6
1.77.190.1,6
1.77.194.1,6
1.77.196.1,6
1.77.198.1,6
1.77.22.0,6
1.77.23.0,6
1.77.247.0,6
1.77.27.0,6
1.77.3.0,6
1.77.7.0,6
1.77.71.2,6
1.77.8.0,6
1.77.83.11,6
1.77.87.11,6
1.77.90.11,6
1.77.92.11,6
1.78.1.0,20
1.78.100.1,6
1.78.11.0,6
1.78.14.0,6
1.78.17.0,6
1.78.187.1,6
1.78.188.1,6
1.78.19.0,6
1.78.190.1,6
1.78.192.1,6
1.78.193.1,6
1.78.194.1,6
1.78.197.1,6
1.78.198.1,6
1.78.2.0,6
1.78.22.0,6
1.78.24.0,6
1.78.29.0,6
1.78.84.11,6
1.78.87.11,6
1.78.89.11,6
1.78.9.0,6
1.78.94.11,6
1.78.98.252,6
1.79.0.0,24
1.79.1.0,18
1.79.11.15,6
1.79.120.1,6
1.79.148.0,6
1.79.17.1,6
1.79.189.1,6
1.79.190.1,6
1.79.191.1,6
1.79.193.1,6
1.79.195.1,6
1.79.196.1,6
1.79.197.1,6
1.79.198.1,6
1.79.245.0,6
1.79.3.0,6
1.79.85.11,6
1.79.86.11,6
1.79.93.11,6
1.8.1.0,24
1.8.11.0,6
1.8.122.222,113
1.8.16.0,6
1.8.17.0,6
1.8.187.1,6
1.8.189.1,6
1.8.191.1,6
1.8.195.1,6
1.8.196.1,6
1.8.197.1,6
1.8.2.0,6
1.8.21.0,6
1.8.229.14,8
1.8.4.0,6
1.8.63.3,6
1.8.84.11,6
1.8.87.13,6
1.8.9.0,6
1.8.91.11,6
1.80.1.0,21
1.80.140.0,6
1.80.15.0,6
1.80.158.0,6
1.80.184.12,6
1.80.189.1,6
1.80.190.1,6
1.80.192.1,6
1.80.194.1,6
1.80.197.1,6
1.80.198.1,6
1.80.201.12,6
1.80.22.0,6
1.80.25.0,6
1.80.253.137,17
1.80.255.0,6
1.80.4.0,6
1.80.68.2,6
1.80.7.0,6
1.80.81.107,6
1.80.84.11,6
1.80.92.11,6
1.81.0.0,23
1.81.1.0,22
1.81.13.0,10
1.81.148.8,6
1.81.188.1,6
1.81.19.0,6
1.81.193.1,6
1.81.196.1,6
1.81.197.1,6
1.81.23.0,6
1.81.29.0,6
1.81.8.0,6
1.81.89.11,6
1.81.9.0,6
1.82.1.0,19
1.82.111.1,6
1.82.15.0,6
1.82.18.0,6
1.82.189.1,6
1.82.190.1,6
1.82.192.1,6
1.82.193.1,6
1.82.195.1,6
1.82.198.1,6
1.82.2.0,6
1.82.219.12,6
1.82.27.0,6
1.82.39.102,17
1.82.57.1,6
1.82.8.0,6
1.83.0.0,20
1.83.1.0,23
1.83.11.0,6
1.83.12.0,6
1.83.187.1,6
1.83.188.1,6
1.83.189.1,6
1.83.191.1,6
1.83.2.0,6
1.83.238.8,8
1.83.26.0,7
1.83.27.0,6
1.83.32.106,18
1.83.7.0,6
1.83.84.11,6
1.83.9.0,6
1.83.91.11,6
1.83.94.11,6
1.83.99.0,6
1.84.1.0,15
1.84.11.0,6
1.84.13.0,6
1.84.16.0,6
1.84.178.13,6
1.84.183.1,6
1.84.187.1,6
1.84.190.1,6
1.84.191.1,6
1.84.194.1,6
1.84.195.1,6
1.84.21.0,6
1.84.3.3,10
1.84.6.0,6
1.84.83.11,6
1.84.86.11,6
1.84.91.11,6
1.84.93.11,6
1.85.0.0,24
1.85.1.0,20
1.85.112.14,10
1.85.15.0,6
1.85.187.1,6
1.85.188.1,6
1.85.189.1,6
1.85.192.1,6
1.85.195.1,6
1.85.196.1,6
1.85.197.1,6
1.85.198.1,6
1.85.20.0,6
1.85.22.0,6
1.85.231.12,6
1.85.29.0,6
1.85.4.0,6
1.85.5.0,6
1.85.62.1,6
1.85.85.11,6
1.85.87.11,6
1.85.89.11,6
1.86.1.0,22
1.86.187.1,6
1.86.188.1,6
1.86.190.1,6
1.86.192.1,6
1.86.194.1,6
1.86.195.1,6
1.86.196.1,6
1.86.197.1,6
1.86.24.0,6
1.86.3.0,6
1.86.78.0,6
1.86.88.11,6
1.86.89.11,6
1.86.93.11,6
1.86.94.11,6
1.87.0.0,19
1.87.1.0,18
1.87.10.0,6
1.87.12.0,6
1.87.13.0,6
1.87.15.0,6
1.87.17.0,6
1.87.182.67,18
1.87.187.1,6
1.87.188.1,6
1.87.190.1,6
1.87.192.1,6
1.87.195.1,6
1.87.2.0,6
1.87.20.0,6
1.87.217.8,6
1.87.83.11,6
1.87.85.11,6
1.87.87.11,6
1.87.88.11,6
1.87.93.11,6
1.88.1.0,24
1.88.106.14,8
1.88.116.13,6
1.88.14.0,6
1.88.17.0,6
1.88.187.1,6
1.88.190.1,6
1.88.197.1,6
1.88.198.1,6
1.88.2.0,6
1.88.41.255,13
1.88.75.37,6
1.88.84.11,6
1.88.87.11,6
1.88.92.11,6
1.88.94.11,6
1.89.0.0,20
1.89.1.0,6
1.89.12.1,6
1.89.13.0,6
1.89.15.0,6
1.89.160.11,6
1.89.182.12,6
1.89.188.1,6
1.89.189.1,6
1.89.190.1,6
1.89.192.1,6
1.89.194.1,6
1.89.196.1,6
1.89.197.1,6
1.89.23.0,6
1.89.30.0,6
1.89.42.11,8
1.89.8.0,6
1.89.86.11,6
1.89.88.11,6
1.89.90.11,6
1.89.91.11,6
1.89.93.11,6
1.9.0.0,22
1.9.1.0,13
1.9.10.0,6
1.9.11.0,6
1.9.140.0,6
1.9.187.1,6
1.9.192.1,6
1.9.196.1,6
1.9.30.0,6
1.9.8.0,6
1.9.85.11,6
1.9.87.0,6
1.9.88.11,6
1.9.90.11,6
1.9.91.11,6
1.90.10.0,6
1.90.131.200,9
1.90.15.0,6
1.90.187.1,6
1.90.189.1,6
1.90.19.0,6
1.90.190.6,8
1.90.191.1,6
1.90.193.1,6
1.90.194.1,6
1.90.195.1,6
1.90.22.0,6
1.90.27.0,6
1.90.5.0,6
1.90.89.11,6
1.90.90.11,6
1.90.92.11,6
1.90.94.11,10
1.91.0.0,19
1.91.124.213,115
1.91.14.0,6
1.91.156.120,8
1.91.184.0,6
1.91.187.1,6
1.91.189.1,6
1.91.190.1,6
1.91.191.1,6
1.91.193.1,6
1.91.194.1,6
1.91.195.1,6
1.91.197.1,6
1.91.253.6,8
1.91.28.0,6
1.91.3.0,6
1.91.35.0,6
1.91.6.0,6
1.91.83.11,6
1.91.84.11,6
1.91.86.11,6
1.91.88.11,6
1.91.91.11,6
1.91.94.11,6
1.92.115.0,6
1.92.12.0,6
1.92.120.0,6
1.92.149.251,13
1.92.17.0,6
1.92.193.1,6
1.92.194.1,6
1.92.198.1,6
1.92.22.0,6
1.92.23.0,6
1.92.23.11,6
1.92.27.0,6
1.92.3.0,6
1.92.83.11,6
1.92.85.11,6
1.92.87.11,6
1.92.88.11,6
1.92.90.11,6
1.93.0.0,16
1.93.113.1,6
1.93.134.11,6
1.93.135.0,6
1.93.135.1,6
1.93.145.1,6
1.93.188.1,6
1.93.19.0,6
1.93.195.1,6
1.93.196.1,6
1.93.197.1,6
1.93.21.0,6
1.93.22.0,6
1.93.225.6,16
1.93.24.0,6
1.93.29.0,6
1.93.84.11,6
1.93.87.11,6
1.93.89.11,6
1.93.92.1,6
1.94.1.0,6
1.94.11.0,6
1.94.112.14,6
1.94.115.14,6
1.94.187.1,6
1.94.188.1,6
1.94.191.1,6
1.94.193.1,6
1.94.197.1,6
1.94.198.1,6
1.94.26.0,6
1.94.6.0,6
1.94.77.14,6
1.94.8.0,6
1.94.83.11,6
1.94.85.11,6
1.94.86.11,6
1.94.90.11,6
1.94.93.11,6
1.95.0.0,20
1.95.10.0,6
1.95.14.0,6
1.95.15.0,6
1.95.167.10,8
1.95.17.0,6
1.95.193.1,6
1.95.194.1,6
1.95.195.1,6
1.95.2.0,6
1.95.20.0,6
1.95.22.0,6
1.95.25.0,6
1.95.27.0,6
1.95.29.0,6
1.95.5.0,6
1.95.84.11,6
1.95.85.11,6
1.95.87.11,6
1.95.89.11,6
1.96.1.0,6
1.96.11.0,6
1.96.111.9,8
1.96.13.0,6
1.96.14.0,6
1.96.187.1,6
1.96.189.1,6
1.96.191.1,6
1.96.192.1,6
1.96.193.1,6
1.96.196.1,6
1.96.198.1,6
1.96.21.0,6
1.96.214.0,10
1.96.23.0,6
1.96.28.0,6
1.96.29.0,6
1.96.83.11,6
1.96.84.11,6
1.96.86.11,6
1.96.90.15,8
1.96.91.11,6
1.97.0.0,22
1.97.10.0,6
1.97.123.1,6
1.97.15.0,6
1.97.187.1,6
1.97.194.1,6
1.97.196.1,6
1.97.198.1,6
1.97.20.0,6
1.97.22.0,6
1.97.227.14,8
1.97.27.0,6
1.97.3.0,6
1.97.30.0,6
1.97.68.1,6
1.97.71.0,6
1.97.8.0,6
1.97.83.11,6
1.97.87.11,6
1.97.88.11,6
1.97.95.1,6
1.98.190.1,6
1.98.192.1,6
1.98.193.1,6
1.98.196.1,6
1.98.197.1,6
1.98.2.0,6
1.98.26.0,6
1.98.4.0,6
1.98.51.0,6
1.98.84.11,6
1.98.9.0,6
1.99.0.0,16
1.99.13.0,6
1.99.15.0,6
1.99.16.0,6
1.99.18.0,6
1.99.188.1,6
1.99.189.1,6
1.99.193.1,6
1.99.194.1,6
1.99.20.0,6
1.99.26.0,6
1.99.30.0,6
1.99.53.4,8
1.99.64.13,6
1.99.85.11,6
