Timestamp,Id,asn,src_port
1/31/2011 21:18,0.0.5.13,8167,61213
1/31/2011 21:18,0.0.5.45,8167,50520
1/31/2011 21:18,0.0.5.47,8167,3783
1/31/2011 21:18,0.0.5.49,53099,2526
1/31/2011 21:18,0.0.5.50,28220,3398
1/31/2011 21:18,0.0.5.63,7738,4908
1/31/2011 21:18,0.0.5.69,7738,28518
1/31/2011 21:18,0.0.5.73,28573,60135
1/31/2011 21:18,0.0.5.79,18881,19930
1/31/2011 21:18,0.0.5.80,4230,4400
1/31/2011 21:18,0.0.5.82,8167,2931
1/31/2011 21:18,0.0.5.96,7738,63215
1/31/2011 21:18,0.0.5.97,27699,1081
1/31/2011 21:18,0.0.5.106,27699,62579
1/31/2011 21:18,0.0.5.109,7738,3884
1/31/2011 21:18,0.0.5.111,27699,4191
1/31/2011 21:18,0.0.5.120,7738,45372
1/31/2011 21:18,0.0.5.127,27699,2287
1/31/2011 21:18,0.0.5.136,7738,24576
1/31/2011 21:19,0.0.5.150,8167,1427
1/31/2011 21:19,0.0.5.158,7738,1677
1/31/2011 21:19,0.0.5.160,10429,40142
1/31/2011 21:19,0.0.5.166,27699,2904
1/31/2011 21:19,0.0.5.167,8167,51401
1/31/2011 21:19,0.0.5.168,18881,3328
1/31/2011 21:19,0.0.5.180,7738,3452
1/31/2011 21:19,0.0.5.181,7738,62506
1/31/2011 21:19,0.0.5.188,53128,2527
1/31/2011 21:19,0.0.5.199,4230,2359
1/31/2011 21:19,0.0.5.201,7738,4660
1/31/2011 21:19,0.0.5.202,10429,3519
1/31/2011 21:19,0.0.5.212,18881,3563
1/31/2011 21:19,0.0.5.214,7738,1796
1/31/2011 21:19,0.0.5.221,27699,2818
1/31/2011 21:19,0.0.5.229,7738,4901
1/31/2011 21:19,0.0.5.237,17222,1509
1/31/2011 21:19,0.0.5.244,8167,15549
1/31/2011 21:19,0.0.5.252,18881,54477
1/31/2011 21:19,0.0.5.253,18881,1762
1/31/2011 21:19,0.0.5.254,16735,3100
1/31/2011 21:19,0.0.5.255,7738,1443
1/31/2011 21:20,0.0.6.16,4230,4708
1/31/2011 21:20,0.0.6.26,7738,2935
1/31/2011 21:20,0.0.6.31,7738,50075
1/31/2011 21:20,0.0.6.36,27699,64363
1/31/2011 21:20,0.0.6.42,7738,2286
1/31/2011 21:20,0.0.6.43,26599,2961
1/31/2011 21:20,0.0.6.46,17379,2916
1/31/2011 21:20,0.0.6.48,18881,3672
1/31/2011 21:20,0.0.6.58,28580,1476
1/31/2011 21:20,0.0.6.63,7738,4005
1/31/2011 21:20,0.0.6.64,8167,4492
1/31/2011 21:20,0.0.6.66,27699,62660
1/31/2011 21:20,0.0.6.70,28573,3896
1/31/2011 21:20,0.0.6.76,28573,2078
1/31/2011 21:20,0.0.6.80,28573,63835
1/31/2011 21:20,0.0.6.85,28573,3570
1/31/2011 21:21,0.0.6.90,4.539,1575
1/31/2011 21:21,0.0.6.92,8167,4732
1/31/2011 21:21,0.0.6.116,7738,63323
1/31/2011 21:21,0.0.6.125,14571,2507
1/31/2011 21:21,0.0.6.129,8167,2259
1/31/2011 21:21,0.0.6.140,8167,2846
1/31/2011 21:21,0.0.6.145,27699,3588
1/31/2011 21:21,0.0.6.150,17379,3554
1/31/2011 21:21,0.0.6.151,4230,1205
1/31/2011 21:21,0.0.6.154,8167,3374
1/31/2011 21:21,0.0.6.171,28573,1899
1/31/2011 21:21,0.0.6.187,7738,60111
1/31/2011 21:21,0.0.6.193,7738,60092
1/31/2011 21:21,0.0.6.194,8167,4909
1/31/2011 21:21,0.0.4.244,28258,64149
1/31/2011 21:21,0.0.6.214,28135,4116
1/31/2011 21:21,0.0.7.23,8167,3619
1/31/2011 21:21,0.0.7.33,28573,4476
1/31/2011 21:21,0.0.7.42,27699,26373
1/31/2011 21:21,0.0.7.76,7738,61370
1/31/2011 21:21,0.0.7.81,7738,3378
1/31/2011 21:22,0.0.7.199,18881,24610
1/31/2011 21:22,0.0.7.247,7738,3441
1/31/2011 21:22,0.0.8.12,7738,1920
1/31/2011 21:22,0.0.8.84,8167,2858
1/31/2011 21:22,0.0.0.129,4230,4298
1/31/2011 21:22,0.0.8.203,28273,2944
1/31/2011 21:22,0.0.8.230,27699,64523
1/31/2011 21:22,0.0.8.244,7738,2607
1/31/2011 21:22,0.0.8.252,4230,62718
1/31/2011 21:22,0.0.9.26,7738,21477
1/31/2011 21:23,0.0.9.129,7738,4516
1/31/2011 21:23,0.0.9.146,26599,1785
1/31/2011 21:23,0.0.9.190,26599,3051
1/31/2011 21:23,0.0.9.203,18881,2944
1/31/2011 21:23,0.0.5.47,8167,3805
1/31/2011 21:23,0.0.9.209,18881,12555
1/31/2011 21:23,0.0.10.50,28573,63350
1/31/2011 21:23,0.0.10.97,22085,3602
1/31/2011 21:23,0.0.10.98,28355,4230
1/31/2011 21:23,0.0.10.106,7738,14848
1/31/2011 21:23,0.0.10.149,8167,1782
1/31/2011 21:23,0.0.10.169,7738,60291
1/31/2011 21:23,0.0.10.185,18881,1864
1/31/2011 21:23,0.0.10.193,27699,1548
1/31/2011 21:23,0.0.10.202,7738,1174
1/31/2011 21:23,0.0.11.5,7738,22802
1/31/2011 21:23,0.0.11.56,4230,63707
1/31/2011 21:24,0.0.11.120,16735,1620
1/31/2011 21:24,0.0.11.123,7738,16827
1/31/2011 21:24,0.0.11.124,27699,1158
1/31/2011 21:24,0.0.11.133,18881,1891
1/31/2011 21:24,0.0.11.161,7738,2360
1/31/2011 21:24,0.0.1.2,7738,19300
1/31/2011 21:24,0.0.12.31,27699,2577
1/31/2011 21:24,0.0.10.202,7738,2318
1/31/2011 21:24,0.0.12.203,28573,1944
1/31/2011 21:24,0.0.13.16,18881,50088
1/31/2011 21:24,0.0.13.28,18881,2133
1/31/2011 21:24,0.0.13.32,8167,2926
1/31/2011 21:24,0.0.13.88,7738,16193
1/31/2011 21:11,0.0.0.218,6697,2977
1/31/2011 21:15,0.0.2.34,6697,4951
1/31/2011 21:15,0.0.2.98,6697,6593
1/31/2011 21:15,0.0.2.138,35651,2848
1/31/2011 21:16,0.0.3.83,6697,2402
1/31/2011 21:17,0.0.3.157,6697,1954
1/31/2011 21:17,0.0.3.168,6697,14686
1/31/2011 21:17,0.0.4.12,6697,4742
1/31/2011 21:17,0.0.4.23,6697,17375
1/31/2011 21:17,0.0.4.58,6697,3842
1/31/2011 21:18,0.0.4.194,6697,2173
1/31/2011 21:20,0.0.6.68,6697,2103
1/31/2011 21:22,0.0.7.190,6697,1763
1/31/2011 21:22,0.0.8.18,6697,4762
1/31/2011 21:15,0.0.1.251,577,2456
1/31/2011 21:15,0.0.2.7,812,3356
1/31/2011 21:17,0.0.4.119,32233,2730
1/31/2011 21:18,0.0.5.98,577,61927
1/31/2011 21:22,0.0.7.96,8513,24571
1/31/2011 21:12,0.0.1.63,29571,4372
1/31/2011 21:15,0.0.2.4,29571,1907
1/31/2011 21:15,0.0.2.6,36974,2132
1/31/2011 21:16,0.0.2.215,29571,2213
1/31/2011 21:16,0.0.2.240,29571,4393
1/31/2011 21:08,0.0.0.42,22047,1540
1/31/2011 21:11,0.0.0.208,13381,1989
1/31/2011 21:13,0.0.1.150,7418,10407
1/31/2011 21:16,0.0.3.70,27925,3160
1/31/2011 21:17,0.0.4.43,15311,3096
1/31/2011 21:17,0.0.4.101,22047,4308
1/31/2011 21:17,0.0.4.146,7418,3643
1/31/2011 21:18,0.0.5.33,7418,24849
1/31/2011 21:19,0.0.5.185,7418,28301
1/31/2011 21:19,0.0.6.3,6471,2432
1/31/2011 21:21,0.0.6.95,7418,11291
1/31/2011 21:22,0.0.7.212,22047,3627
1/31/2011 21:16,0.0.3.124,36912,3979
1/31/2011 21:09,0.0.0.51,4134,3455
1/31/2011 21:13,0.0.1.122,4134,4622
1/31/2011 21:19,0.0.5.193,4837,1994
1/31/2011 21:20,0.0.6.32,4134,2440
1/31/2011 21:23,0.0.10.148,4134,3697
1/31/2011 21:09,0.0.0.71,19429,28926
1/31/2011 21:11,0.0.0.179,23520,6697
1/31/2011 21:11,0.0.0.249,26611,62844
1/31/2011 21:11,0.0.1.1,22368,4560
1/31/2011 21:13,0.0.1.90,13489,2687
1/31/2011 21:13,0.0.1.92,10620,3413
1/31/2011 21:13,0.0.1.110,3816,11496
1/31/2011 21:14,0.0.1.229,27695,2982
1/31/2011 21:15,0.0.2.3,14080,3693
1/31/2011 21:15,0.0.2.19,18678,63486
1/31/2011 21:15,0.0.2.64,3816,28518
1/31/2011 21:15,0.0.2.134,10620,63713
1/31/2011 21:15,0.0.2.144,19429,13688
1/31/2011 21:16,0.0.2.162,13489,60497
1/31/2011 21:16,0.0.2.166,13489,59719
1/31/2011 21:16,0.0.2.250,26611,3768
1/31/2011 21:16,0.0.3.32,13489,3101
1/31/2011 21:16,0.0.3.114,3816,13816
1/31/2011 21:16,0.0.3.122,3816,63294
1/31/2011 21:17,0.0.3.172,19429,37369
1/31/2011 21:17,0.0.3.187,3816,17950
1/31/2011 21:17,0.0.3.212,28083,3563
1/31/2011 21:17,0.0.3.247,19429,18331
1/31/2011 21:17,0.0.4.93,14080,11115
1/31/2011 21:17,0.0.4.103,3816,3445
1/31/2011 21:17,0.0.4.178,3816,3499
1/31/2011 21:18,0.0.3.172,19429,39360
1/31/2011 21:18,0.0.4.242,19429,23126
1/31/2011 21:18,0.0.5.51,3816,15748
1/31/2011 21:18,0.0.5.118,3816,22672
1/31/2011 21:19,0.0.5.164,19429,19725
1/31/2011 21:19,0.0.5.191,19429,23216
1/31/2011 21:19,0.0.5.227,52286,2635
1/31/2011 21:19,0.0.6.2,19429,12668
1/31/2011 21:20,0.0.6.28,19429,13251
1/31/2011 21:20,0.0.6.77,13489,4666
1/31/2011 21:21,0.0.7.50,14080,63580
1/31/2011 21:21,0.0.7.82,3816,1471
1/31/2011 21:23,0.0.11.101,19429,24715
1/31/2011 21:11,0.0.1.0,11830,1160
1/31/2011 21:16,0.0.3.88,11830,3812
1/31/2011 21:15,0.0.2.39,6866,3956
1/31/2011 21:17,0.0.4.110,3209,2985
1/31/2011 21:18,0.0.4.221,20676,2284
1/31/2011 21:21,0.0.6.113,6805,3756
1/31/2011 21:24,0.0.12.57,3320,3362
1/31/2011 21:10,0.0.0.109,6400,62786
1/31/2011 21:13,0.0.1.108,6400,4534
1/31/2011 21:13,0.0.1.115,12066,1529
1/31/2011 21:13,0.0.1.116,6400,61770
1/31/2011 21:14,0.0.1.163,12066,2367
1/31/2011 21:14,0.0.1.223,6400,4916
1/31/2011 21:16,0.0.2.180,6400,52344
1/31/2011 21:16,0.0.2.218,6400,2587
1/31/2011 21:16,0.0.3.8,6400,1808
1/31/2011 21:16,0.0.3.98,12066,2165
1/31/2011 21:16,0.0.3.139,6400,62434
1/31/2011 21:17,0.0.3.164,6400,56141
