Source,Target,Type
0.0.6.52,1.80.1.0,Directed
0.0.6.52,1.80.1.0,Directed
0.0.6.53,1.57.1.0,Directed
0.0.6.53,1.57.1.0,Directed
0.0.6.54,1.81.1.0,Directed
0.0.6.54,1.81.1.0,Directed
0.0.6.55,1.56.1.0,Directed
0.0.6.55,1.56.1.0,Directed
0.0.6.56,1.82.1.0,Directed
0.0.6.56,1.82.1.0,Directed
0.0.6.57,1.85.1.0,Directed
0.0.6.57,1.85.1.0,Directed
0.0.6.58,1.64.1.0,Directed
0.0.6.58,1.64.1.0,Directed
0.0.6.59,1.85.1.0,Directed
0.0.6.59,1.85.1.0,Directed
0.0.6.6,1.33.1.0,Directed
0.0.6.6,1.33.1.0,Directed
0.0.6.60,1.86.1.0,Directed
0.0.6.60,1.86.1.0,Directed
0.0.6.61,1.84.1.0,Directed
0.0.6.61,1.84.1.0,Directed
0.0.6.62,1.67.1.0,Directed
0.0.6.62,1.67.1.0,Directed
0.0.6.63,1.1.0.0,Directed
0.0.6.63,1.1.0.0,Directed
0.0.6.64,1.68.1.0,Directed
0.0.6.64,1.68.1.0,Directed
0.0.6.65,1.66.1.0,Directed
0.0.6.65,1.66.1.0,Directed
0.0.6.66,1.11.0.0,Directed
0.0.6.66,1.11.0.0,Directed
0.0.6.67,1.69.1.0,Directed
0.0.6.67,1.69.1.0,Directed
0.0.6.68,1.21.0.0,Directed
0.0.6.68,1.21.0.0,Directed
0.0.6.69,1.70.1.0,Directed
0.0.6.69,1.70.1.0,Directed
0.0.6.7,1.71.1.0,Directed
0.0.6.7,1.71.1.0,Directed
0.0.6.70,1.31.0.0,Directed
0.0.6.70,1.31.0.0,Directed
0.0.6.71,1.71.1.0,Directed
0.0.6.71,1.71.1.0,Directed
0.0.6.72,1.41.0.0,Directed
0.0.6.72,1.41.0.0,Directed
0.0.6.73,1.72.1.0,Directed
0.0.6.73,1.72.1.0,Directed
0.0.6.74,1.51.0.0,Directed
0.0.6.74,1.51.0.0,Directed
0.0.6.75,1.61.0.0,Directed
0.0.6.75,1.61.0.0,Directed
0.0.6.76,1.73.1.0,Directed
0.0.6.76,1.73.1.0,Directed
0.0.6.77,1.71.0.0,Directed
0.0.6.77,1.71.0.0,Directed
0.0.6.78,1.74.1.0,Directed
0.0.6.78,1.74.1.0,Directed
0.0.6.79,1.81.0.0,Directed
0.0.6.79,1.81.0.0,Directed
0.0.6.8,1.31.1.0,Directed
0.0.6.8,1.31.1.0,Directed
0.0.6.80,1.75.1.0,Directed
0.0.6.80,1.75.1.0,Directed
0.0.6.81,1.91.0.0,Directed
0.0.6.81,1.91.0.0,Directed
0.0.6.82,1.101.0.0,Directed
0.0.6.82,1.101.0.0,Directed
0.0.6.83,1.111.0.0,Directed
0.0.6.83,1.111.0.0,Directed
0.0.6.84,1.121.0.0,Directed
0.0.6.84,1.121.0.0,Directed
0.0.6.85,1.80.1.0,Directed
0.0.6.85,1.80.1.0,Directed
0.0.6.86,1.78.1.0,Directed
0.0.6.86,1.78.1.0,Directed
0.0.6.87,1.171.0.0,Directed
0.0.6.87,1.171.0.0,Directed
0.0.6.88,1.191.0.0,Directed
0.0.6.88,1.191.0.0,Directed
0.0.6.89,1.81.1.0,Directed
0.0.6.89,1.81.1.0,Directed
0.0.6.9,1.54.1.0,Directed
0.0.6.9,1.54.1.0,Directed
0.0.6.90,1.201.0.0,Directed
0.0.6.90,1.201.0.0,Directed
0.0.6.91,1.206.0.0,Directed
0.0.6.91,1.206.0.0,Directed
0.0.6.92,1.211.0.0,Directed
0.0.6.92,1.211.0.0,Directed
0.0.6.93,1.83.1.0,Directed
0.0.6.93,1.83.1.0,Directed
0.0.6.94,1.84.1.0,Directed
0.0.6.94,1.84.1.0,Directed
0.0.6.95,1.236.0.0,Directed
0.0.6.95,1.236.0.0,Directed
0.0.6.96,1.246.0.0,Directed
0.0.6.96,1.246.0.0,Directed
0.0.6.97,1.251.0.0,Directed
0.0.6.97,1.251.0.0,Directed
0.0.6.98,1.5.1.0,Directed
0.0.6.98,1.5.1.0,Directed
0.0.6.99,1.86.1.0,Directed
0.0.6.99,1.86.1.0,Directed
0.0.65.182,1.207.0.0,Directed
0.0.7.101,1.87.1.0,Directed
0.0.7.101,1.87.1.0,Directed
0.0.7.103,1.109.0.0,Directed
0.0.7.103,1.109.0.0,Directed
0.0.7.117,1.69.0.0,Directed
0.0.7.117,1.69.0.0,Directed
0.0.7.124,1.79.0.0,Directed
0.0.7.124,1.79.0.0,Directed
0.0.7.127,1.243.0.0,Directed
0.0.7.127,1.243.0.0,Directed
0.0.7.132,1.244.0.0,Directed
0.0.7.132,1.244.0.0,Directed
0.0.7.135,1.89.0.0,Directed
0.0.7.135,1.89.0.0,Directed
0.0.7.171,1.32.1.0,Directed
0.0.7.171,1.32.1.0,Directed
0.0.7.188,1.199.0.0,Directed
0.0.7.188,1.199.0.0,Directed
0.0.7.19,1.198.0.0,Directed
0.0.7.19,1.198.0.0,Directed
0.0.7.190,1.228.0.0,Directed
0.0.7.190,1.228.0.0,Directed
0.0.7.199,1.209.0.0,Directed
0.0.7.199,1.209.0.0,Directed
0.0.7.205,1.219.0.0,Directed
0.0.7.205,1.219.0.0,Directed
0.0.7.208,1.204.0.0,Directed
0.0.7.208,1.204.0.0,Directed
0.0.7.212,1.224.0.0,Directed
0.0.7.212,1.224.0.0,Directed
0.0.7.222,1.239.0.0,Directed
0.0.7.222,1.239.0.0,Directed
0.0.7.229,1.68.1.0,Directed
0.0.7.229,1.68.1.0,Directed
0.0.7.23,1.208.0.0,Directed
0.0.7.23,1.208.0.0,Directed
0.0.7.231,1.254.0.0,Directed
0.0.7.231,1.254.0.0,Directed
0.0.7.236,1.8.1.0,Directed
0.0.7.236,1.8.1.0,Directed
0.0.7.244,1.18.1.0,Directed
0.0.7.244,1.18.1.0,Directed
0.0.7.247,1.23.1.0,Directed
0.0.7.247,1.23.1.0,Directed
0.0.7.248,1.48.1.0,Directed
0.0.7.248,1.48.1.0,Directed
0.0.7.251,1.28.1.0,Directed
0.0.7.251,1.28.1.0,Directed
0.0.7.254,1.253.0.0,Directed
0.0.7.254,1.253.0.0,Directed
0.0.7.26,1.213.0.0,Directed
0.0.7.26,1.213.0.0,Directed
0.0.7.29,1.223.0.0,Directed
0.0.7.29,1.223.0.0,Directed
0.0.7.33,1.233.0.0,Directed
0.0.7.33,1.233.0.0,Directed
0.0.7.35,1.243.0.0,Directed
0.0.7.35,1.243.0.0,Directed
0.0.7.37,1.238.0.0,Directed
0.0.7.37,1.238.0.0,Directed
0.0.7.40,1.218.0.0,Directed
0.0.7.40,1.218.0.0,Directed
0.0.7.42,1.248.0.0,Directed
0.0.7.42,1.248.0.0,Directed
0.0.7.44,1.11.0.0,Directed
0.0.7.44,1.11.0.0,Directed
0.0.7.5,1.236.0.0,Directed
0.0.7.5,1.236.0.0,Directed
0.0.7.50,1.237.0.0,Directed
0.0.7.50,1.237.0.0,Directed
0.0.7.51,1.7.1.0,Directed
0.0.7.51,1.7.1.0,Directed
0.0.7.53,1.39.0.0,Directed
0.0.7.53,1.39.0.0,Directed
0.0.7.55,1.12.1.0,Directed
0.0.7.55,1.12.1.0,Directed
0.0.7.6,1.163.0.0,Directed
0.0.7.6,1.163.0.0,Directed
0.0.7.63,1.27.1.0,Directed
0.0.7.63,1.27.1.0,Directed
0.0.7.68,1.32.1.0,Directed
0.0.7.68,1.32.1.0,Directed
0.0.7.70,1.42.1.0,Directed
0.0.7.70,1.42.1.0,Directed
0.0.7.76,1.47.1.0,Directed
0.0.7.76,1.47.1.0,Directed
0.0.7.78,1.21.1.0,Directed
0.0.7.78,1.21.1.0,Directed
0.0.7.81,1.57.1.0,Directed
0.0.7.81,1.57.1.0,Directed
0.0.7.82,1.52.1.0,Directed
0.0.7.82,1.52.1.0,Directed
0.0.7.86,1.62.1.0,Directed
0.0.7.86,1.62.1.0,Directed
0.0.7.87,1.67.1.0,Directed
0.0.7.87,1.67.1.0,Directed
0.0.7.93,1.51.1.0,Directed
0.0.7.93,1.51.1.0,Directed
0.0.7.94,1.82.1.0,Directed
0.0.7.94,1.82.1.0,Directed
0.0.7.96,1.228.0.0,Directed
0.0.7.96,1.228.0.0,Directed
0.0.74.117,1.210.35.46,Directed
0.0.78.92,1.100.236.132,Directed
0.0.78.92,1.100.236.132,Directed
0.0.78.92,1.100.236.132,Directed
0.0.78.92,1.100.236.132,Directed
0.0.78.92,1.100.236.132,Directed
0.0.78.92,1.100.236.132,Directed
0.0.78.92,1.100.236.132,Directed
0.0.8.1,1.15.0.0,Directed
0.0.8.1,1.15.0.0,Directed
0.0.8.103,1.105.0.0,Directed
0.0.8.103,1.105.0.0,Directed
0.0.8.12,1.63.1.0,Directed
0.0.8.12,1.63.1.0,Directed
0.0.8.124,1.206.0.0,Directed
0.0.8.124,1.206.0.0,Directed
0.0.8.14,1.24.1.0,Directed
0.0.8.14,1.24.1.0,Directed
0.0.8.152,1.6.1.0,Directed
0.0.8.152,1.6.1.0,Directed
0.0.8.156,1.200.0.0,Directed
0.0.8.156,1.200.0.0,Directed
0.0.8.157,1.61.0.0,Directed
0.0.8.157,1.61.0.0,Directed
0.0.8.160,1.210.0.0,Directed
0.0.8.160,1.210.0.0,Directed
0.0.8.17,1.58.1.0,Directed
0.0.8.17,1.58.1.0,Directed
0.0.8.173,1.225.0.0,Directed
0.0.8.173,1.225.0.0,Directed
0.0.8.18,1.68.1.0,Directed
0.0.8.18,1.68.1.0,Directed
0.0.8.182,1.235.0.0,Directed
0.0.8.182,1.235.0.0,Directed
0.0.8.195,1.250.0.0,Directed
0.0.8.195,1.250.0.0,Directed
0.0.8.200,1.9.1.0,Directed
0.0.8.200,1.9.1.0,Directed
0.0.8.203,1.4.1.0,Directed
0.0.8.203,1.4.1.0,Directed
0.0.8.212,1.19.1.0,Directed
0.0.8.212,1.19.1.0,Directed
0.0.8.214,1.24.1.0,Directed
0.0.8.214,1.24.1.0,Directed
0.0.8.221,1.29.1.0,Directed
0.0.8.221,1.29.1.0,Directed
0.0.8.222,1.34.1.0,Directed
0.0.8.222,1.34.1.0,Directed
0.0.8.23,1.83.1.0,Directed
0.0.8.23,1.83.1.0,Directed
0.0.8.230,1.44.1.0,Directed
0.0.8.230,1.44.1.0,Directed
0.0.8.234,1.39.1.0,Directed
0.0.8.234,1.39.1.0,Directed
0.0.8.237,1.21.0.0,Directed
0.0.8.237,1.21.0.0,Directed
0.0.8.244,1.59.1.0,Directed
0.0.8.244,1.59.1.0,Directed
0.0.8.245,1.64.1.0,Directed
0.0.8.245,1.64.1.0,Directed
0.0.8.247,1.54.1.0,Directed
0.0.8.247,1.54.1.0,Directed
0.0.8.252,1.43.1.0,Directed
0.0.8.252,1.43.1.0,Directed
0.0.8.254,1.41.0.0,Directed
0.0.8.254,1.41.0.0,Directed
0.0.8.26,1.78.1.0,Directed
0.0.8.26,1.78.1.0,Directed
0.0.8.28,1.64.1.0,Directed
0.0.8.28,1.64.1.0,Directed
0.0.8.31,1.45.0.0,Directed
0.0.8.31,1.45.0.0,Directed
0.0.8.38,1.55.0.0,Directed
0.0.8.38,1.55.0.0,Directed
0.0.8.4,1.48.1.0,Directed
0.0.8.4,1.48.1.0,Directed
0.0.8.50,1.69.1.0,Directed
0.0.8.50,1.69.1.0,Directed
0.0.8.6,1.53.1.0,Directed
0.0.8.6,1.53.1.0,Directed
0.0.8.67,1.75.0.0,Directed
0.0.8.67,1.75.0.0,Directed
0.0.8.74,1.85.0.0,Directed
0.0.8.74,1.85.0.0,Directed
0.0.8.8,1.25.0.0,Directed
0.0.8.8,1.25.0.0,Directed
0.0.8.84,1.95.0.0,Directed
0.0.8.84,1.95.0.0,Directed
0.0.8.89,1.34.1.0,Directed
0.0.8.89,1.34.1.0,Directed
0.0.88.94,1.114.118.33,Directed
0.0.9.1,1.79.1.0,Directed
0.0.9.1,1.79.1.0,Directed
0.0.9.10,1.69.1.0,Directed
0.0.9.10,1.69.1.0,Directed
0.0.9.124,1.191.0.0,Directed
0.0.9.124,1.191.0.0,Directed
0.0.9.129,1.211.0.0,Directed
0.0.9.129,1.211.0.0,Directed
0.0.9.14,1.51.0.0,Directed
0.0.9.14,1.51.0.0,Directed
0.0.9.146,1.231.0.0,Directed
0.0.9.146,1.231.0.0,Directed
0.0.9.156,1.246.0.0,Directed
0.0.9.156,1.246.0.0,Directed
0.0.9.159,1.251.0.0,Directed
0.0.9.159,1.251.0.0,Directed
0.0.9.160,1.0.1.0,Directed
0.0.9.160,1.0.1.0,Directed
0.0.9.164,1.5.1.0,Directed
0.0.9.164,1.5.1.0,Directed
0.0.9.168,1.15.1.0,Directed
0.0.9.168,1.15.1.0,Directed
0.0.9.17,1.31.0.0,Directed
0.0.9.17,1.31.0.0,Directed
0.0.9.172,1.20.1.0,Directed
0.0.9.172,1.20.1.0,Directed
0.0.9.174,1.10.1.0,Directed
0.0.9.174,1.10.1.0,Directed
0.0.9.175,1.25.1.0,Directed
0.0.9.175,1.25.1.0,Directed
0.0.9.178,1.30.1.0,Directed
0.0.9.178,1.30.1.0,Directed
0.0.9.185,1.35.1.0,Directed
0.0.9.185,1.35.1.0,Directed
0.0.9.190,1.40.1.0,Directed
0.0.9.190,1.40.1.0,Directed
0.0.9.193,1.45.1.0,Directed
0.0.9.193,1.45.1.0,Directed
0.0.9.196,1.50.1.0,Directed
0.0.9.196,1.50.1.0,Directed
0.0.9.203,1.27.0.0,Directed
0.0.9.203,1.27.0.0,Directed
0.0.9.209,1.65.1.0,Directed
0.0.9.209,1.65.1.0,Directed
0.0.9.214,1.37.0.0,Directed
0.0.9.214,1.37.0.0,Directed
0.0.9.220,1.80.1.0,Directed
0.0.9.220,1.80.1.0,Directed
0.0.9.225,1.85.1.0,Directed
0.0.9.225,1.85.1.0,Directed
0.0.9.226,1.47.0.0,Directed
0.0.9.226,1.47.0.0,Directed
0.0.9.26,1.61.0.0,Directed
0.0.9.26,1.61.0.0,Directed
0.0.9.46,1.81.0.0,Directed
0.0.9.46,1.81.0.0,Directed
0.0.9.52,1.91.0.0,Directed
0.0.9.52,1.91.0.0,Directed
0.0.9.59,1.113.0.0,Directed
0.0.9.59,1.113.0.0,Directed
0.0.9.65,1.101.0.0,Directed
0.0.9.65,1.101.0.0,Directed
0.0.9.97,1.87.0.0,Directed
0.0.9.97,1.87.0.0,Directed
0.0.95.92,1.28.1.0,Directed
0.0.98.54,1.81.0.0,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.100.191,1.222.200.80,Directed
0.1.114.226,1.134.64.168,Directed
0.1.115.129,1.245.0.0,Directed
0.1.117.249,1.242.0.0,Directed
0.1.126.169,1.43.0.0,Directed
0.1.134.31,1.237.0.0,Directed
0.1.145.144,1.5.0.0,Directed
0.1.147.41,1.43.1.0,Directed
0.1.163.157,1.52.1.0,Directed
0.1.178.83,1.172.112.101,Directed
0.1.183.141,1.117.0.0,Directed
0.1.188.160,1.229.0.0,Directed
0.1.191.11,1.103.168.222,Directed
0.1.202.121,1.203.0.0,Directed
0.1.205.21,1.184.54.13,Directed
0.1.205.21,1.184.54.13,Directed
0.1.205.41,1.146.167.202,Directed
0.1.209.118,1.18.163.237,Directed
0.1.21.101,1.46.72.18,Directed
0.1.22.220,1.9.0.0,Directed
0.1.23.216,1.52.83.251,Directed
0.1.249.4,1.5.0.0,Directed
0.1.29.188,1.41.1.0,Directed
0.1.32.176,1.250.149.247,Directed
0.1.43.68,1.13.1.0,Directed
0.1.46.56,1.25.77.1,Directed
0.1.46.56,1.25.77.1,Directed
0.1.48.90,1.25.77.1,Directed
0.1.48.90,1.25.77.1,Directed
0.1.48.90,1.30.108.145,Directed
0.1.48.90,1.192.48.146,Directed
0.1.48.90,1.134.64.168,Directed
0.1.48.90,1.204.207.169,Directed
0.1.48.90,1.114.100.34,Directed
0.1.48.90,1.88.75.37,Directed
0.1.48.90,1.128.131.51,Directed
0.1.48.90,1.47.54.52,Directed
0.1.48.90,1.55.150.73,Directed
0.1.48.91,1.25.77.1,Directed
0.1.48.91,1.25.77.1,Directed
0.1.48.91,1.30.108.145,Directed
0.1.48.91,1.192.48.146,Directed
0.1.48.91,1.134.64.168,Directed
0.1.48.91,1.204.207.169,Directed
0.1.48.91,1.114.100.34,Directed
0.1.48.91,1.88.75.37,Directed
0.1.48.91,1.128.131.51,Directed
0.1.48.91,1.47.54.52,Directed
0.1.48.91,1.55.150.73,Directed
0.1.48.92,1.25.77.1,Directed
0.1.48.92,1.25.77.1,Directed
0.1.48.92,1.30.108.145,Directed
0.1.48.92,1.192.48.146,Directed
0.1.48.92,1.134.64.168,Directed
0.1.48.92,1.204.207.169,Directed
0.1.48.92,1.114.100.34,Directed
0.1.48.92,1.88.75.37,Directed
0.1.48.92,1.128.131.51,Directed
0.1.48.92,1.47.54.52,Directed
0.1.48.92,1.55.150.73,Directed
0.1.48.93,1.25.77.1,Directed
0.1.48.93,1.25.77.1,Directed
0.1.48.93,1.30.108.145,Directed
0.1.48.93,1.192.48.146,Directed
0.1.48.93,1.134.64.168,Directed
0.1.48.93,1.204.207.169,Directed
0.1.48.93,1.114.100.34,Directed
0.1.48.93,1.88.75.37,Directed
0.1.48.93,1.128.131.51,Directed
0.1.48.93,1.47.54.52,Directed
0.1.48.93,1.55.150.73,Directed
0.1.48.94,1.25.77.1,Directed
0.1.48.94,1.25.77.1,Directed
0.1.48.94,1.30.108.145,Directed
0.1.48.94,1.192.48.146,Directed
0.1.48.94,1.134.64.168,Directed
0.1.48.94,1.204.207.169,Directed
0.1.48.94,1.114.100.34,Directed
0.1.48.94,1.88.75.37,Directed
0.1.48.94,1.128.131.51,Directed
0.1.48.94,1.47.54.52,Directed
0.1.48.94,1.55.150.73,Directed
0.1.54.241,1.212.0.0,Directed
0.1.63.60,1.205.0.0,Directed
0.1.64.44,1.11.1.0,Directed
0.1.8.59,1.54.1.0,Directed
0.1.85.242,1.233.0.0,Directed
0.1.86.41,1.217.81.40,Directed
0.1.87.135,1.218.130.195,Directed
0.1.87.135,1.218.130.195,Directed
0.1.87.135,1.218.130.195,Directed
0.1.87.135,1.218.130.195,Directed
0.1.87.135,1.218.130.195,Directed
0.1.91.123,1.191.167.117,Directed
0.1.91.123,1.191.167.117,Directed
0.1.91.123,1.191.167.117,Directed
0.10.161.128,1.24.52.47,Directed
0.10.255.79,1.11.0.0,Directed
0.10.63.21,1.113.128.219,Directed
0.10.78.57,1.84.1.0,Directed
0.11.108.139,1.23.1.0,Directed
0.11.150.73,1.95.0.0,Directed
0.11.152.254,1.55.118.238,Directed
0.11.171.218,1.128.131.51,Directed
0.11.249.74,1.47.54.52,Directed
0.11.57.9,1.37.0.0,Directed
0.11.83.141,1.35.0.0,Directed
0.13.130.96,1.246.0.0,Directed
0.13.25.65,1.23.1.0,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.141.21,1.21.226.100,Directed
0.14.186.19,1.32.1.0,Directed
0.14.207.69,1.143.119.68,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.15.78.241,1.247.149.71,Directed
0.16.126.14,1.39.0.0,Directed
0.16.16.170,1.35.112.228,Directed
0.16.229.207,1.227.0.0,Directed
0.16.239.151,1.208.0.0,Directed
0.16.78.88,1.29.1.0,Directed
0.17.156.80,1.216.0.0,Directed
0.17.74.238,1.28.26.119,Directed
0.17.74.238,1.28.26.119,Directed
0.17.74.238,1.28.26.119,Directed
0.17.74.238,1.28.26.119,Directed
0.17.74.238,1.28.26.119,Directed
0.17.74.238,1.28.26.119,Directed
0.17.74.238,1.28.26.119,Directed
